id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,first_seen,last_seen,last_change,name,bvdidnumber
NK-2DoNAuynq6QjpaKV4CqXX9,LegalEntity,LLC INTERRESURS,,,ru,"UL. MARSHALA GOVOROVA D. 35, KORPUS 4 LIT. I, POM.30-N, OFFICE 717, SAINT PETERSBURG, RUS, 198095",XZ52FKLQAEL9,Reciprocal - 2024-10-30,,,US SAM Procurement Exclusions,2024-11-01T07:55:06,2025-01-07T07:55:02,2024-12-03T11:56:57,LLC INTERRESURS,UA24010121
NK-2DoNAuynq6QjpaKV4CqXX9,LegalEntity,LLC INTERRESURS,,,ru,"UL. MARSHALA GOVOROVA D. 35, KORPUS 4 LIT. I, POM.30-N, OFFICE 717, SAINT PETERSBURG, RUS, 198095",XZ52FKLQAEL9,Reciprocal - 2024-10-30,,,US SAM Procurement Exclusions,2024-11-01T07:55:06,2025-01-07T07:55:02,2024-12-03T11:56:57,LLC INTERRESURS,UA37386796
NK-2DoNAuynq6QjpaKV4CqXX9,LegalEntity,LLC INTERRESURS,,,ru,"UL. MARSHALA GOVOROVA D. 35, KORPUS 4 LIT. I, POM.30-N, OFFICE 717, SAINT PETERSBURG, RUS, 198095",XZ52FKLQAEL9,Reciprocal - 2024-10-30,,,US SAM Procurement Exclusions,2024-11-01T07:55:06,2025-01-07T07:55:02,2024-12-03T11:56:57,LLC INTERRESURS,UA34825478
NK-2DoNAuynq6QjpaKV4CqXX9,LegalEntity,LLC INTERRESURS,,,ru,"UL. MARSHALA GOVOROVA D. 35, KORPUS 4 LIT. I, POM.30-N, OFFICE 717, SAINT PETERSBURG, RUS, 198095",XZ52FKLQAEL9,Reciprocal - 2024-10-30,,,US SAM Procurement Exclusions,2024-11-01T07:55:06,2025-01-07T07:55:02,2024-12-03T11:56:57,LLC INTERRESURS,UA34825504
NK-2DoNAuynq6QjpaKV4CqXX9,LegalEntity,LLC INTERRESURS,,,ru,"UL. MARSHALA GOVOROVA D. 35, KORPUS 4 LIT. I, POM.30-N, OFFICE 717, SAINT PETERSBURG, RUS, 198095",XZ52FKLQAEL9,Reciprocal - 2024-10-30,,,US SAM Procurement Exclusions,2024-11-01T07:55:06,2025-01-07T07:55:02,2024-12-03T11:56:57,LLC INTERRESURS,UA*G0025579627
NK-2vNJMqiDmMKKewhX2wmvk7,LegalEntity,GROSS LTD,LIMITED LIABILITY COMPANY GROSS,,ru,"UL. LENINGRADSKAYA 2, ASBEST, RUS, 624261",CXMZW1QRA215;UT8EPRM2SY75,Reciprocal - 2024-02-23,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,GROSS LTD,UA31189819
NK-2vNJMqiDmMKKewhX2wmvk7,LegalEntity,GROSS LTD,LIMITED LIABILITY COMPANY GROSS,,ru,"UL. LENINGRADSKAYA 2, ASBEST, RUS, 624261",CXMZW1QRA215;UT8EPRM2SY75,Reciprocal - 2024-02-23,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,GROSS LTD,UA*G001103768
NK-2vNJMqiDmMKKewhX2wmvk7,LegalEntity,GROSS LTD,LIMITED LIABILITY COMPANY GROSS,,ru,"UL. LENINGRADSKAYA 2, ASBEST, RUS, 624261",CXMZW1QRA215;UT8EPRM2SY75,Reciprocal - 2024-02-23,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,GROSS LTD,UA*G0032470453
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA37781638
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA25101742
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA20385255
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA24991811
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA*G0025496798
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA32031883
NK-3m4sfUcULQsYavxmMRmSph,LegalEntity,ATOL,,,ru,"UL. BOLSHAYA NOVOMITROVSKAYA D. 14, STR. 2, ET. 4, MOSCOW, RUS, 127015",PHVFDJK9YKF8,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,ATOL,UA*G0032248948
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA23262139
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30526582
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA31122665
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA22532588
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA31381965
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA25120633
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA258063039
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA25354093
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA31708327
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA24447473
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA24479250
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA460629942
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA479872481
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA20224569
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA20608347
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA20107361
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30896759
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30449189
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30393754
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30669434
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA221850291
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA21804464
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA13992960
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA13494305
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA20691710
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA30257238
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA25176898
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA371095933
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA193119284
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA19216352
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA19208631
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G000206092
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G000040387
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA34928554
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA34591105
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA23028691
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA23208849
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G00307224
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G0000307224
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G0014086815
NK-4ZURfkkRkubWm2FfdVqq3F,LegalEntity,AL-TA'IR COMPANY,,,sy,"DAMASCUS, SYR",HNL6YD1AKWD7,Reciprocal - 2024-03-26,,,US SAM Procurement Exclusions,2024-10-09T07:55:05,2025-01-07T07:55:02,2024-12-03T11:56:57,AL-TA'IR COMPANY,UA*G0020202680
NK-6aLtgvYXBvuDTkTJqs95aK,LegalEntity,EKODOR,,,ru,"UL. SNEZHNAYA, D. 20 ETAZH 2, MOSCOW, RUS, 129323",KNLWSM7W6857,Reciprocal - 2024-06-12,,,US SAM Procurement Exclusions,2024-09-20T07:55:13,2025-01-07T07:55:02,2024-12-03T11:56:57,EKODOR,UA*G000901736
NK-6qurmjRKqgJyECimd2wGy7,LegalEntity,KVANTUM LLC,LIMITED LIABILITY COMPANY QUANTUM,,ru,"POM. 3/1, STR. 1, D. 16 VYBORGSKAYA, MOSCOW, RUS, 125212",FM43ZA7FEG58;Q13CLF8CQE39,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,KVANTUM LLC,UA31138146
NK-6qurmjRKqgJyECimd2wGy7,LegalEntity,KVANTUM LLC,LIMITED LIABILITY COMPANY QUANTUM,,ru,"POM. 3/1, STR. 1, D. 16 VYBORGSKAYA, MOSCOW, RUS, 125212",FM43ZA7FEG58;Q13CLF8CQE39,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,KVANTUM LLC,UA30514865
NK-6qurmjRKqgJyECimd2wGy7,LegalEntity,KVANTUM LLC,LIMITED LIABILITY COMPANY QUANTUM,,ru,"POM. 3/1, STR. 1, D. 16 VYBORGSKAYA, MOSCOW, RUS, 125212",FM43ZA7FEG58;Q13CLF8CQE39,Reciprocal - 2024-08-23,,,US SAM Procurement Exclusions,2024-09-21T07:55:17,2025-01-07T07:55:02,2024-12-03T11:56:57,KVANTUM LLC,UA23207531
NK-BaUw8DhRqNC8RZ8esh8AWP,LegalEntity,ERA-MEDIA TOV,,,ua,"BUL. VERHOVNOE RADI 20, DNIPROVSKYI R-N, KIEV, 02100, UKR",CFT3VKKLZ9W9,Reciprocal - 2021-01-11,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,ERA-MEDIA TOV,UA37292551
NK-CAViQBihTQRg7AXcqGEHkA,LegalEntity,BARUS,BARUS LIMITED LIABILITY COMPANY;OOO BARUS,,ru,"32 LENINSKY PROSPEKT, FLOOR 1, OFFICE IB, ROOM 1, MOSCOW, RUS, 119334",MLBRQ9CGCCC7;QAP9JC7CVB36;QAQYZNUYE4E3,Reciprocal - 2022-04-06,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,BARUS,UA25301748
NK-DnzboFKUsCqsfvN7CrBEdC,LegalEntity,Rising Star,THE RISING STAR,,us,"Conway, AR 72034",,"""""",,,US Arkansas Medicaid Excluded Provider List,2024-11-15T09:33:04,2025-01-07T10:58:03,2024-11-30T10:58:02,Rising Star,UA22575310
NK-Gbik6Hp3G8o9nPkMzyq68M,LegalEntity,ANTARES LLC,ANTARES OOO;LIMITED LIABILITY COMPANY ANTARES,,ru,"UL. SMIRNOVSKAYA D. 10, STR. 8. KABINET 10, MOSCOW, RUS, 109052",C1UFLB6D9TE5;N744BK9A7714;NAPRCFCSM743,Reciprocal - 2022-02-22,,,US SAM Procurement Exclusions,2024-06-14T06:55:20,2025-01-07T07:55:02,2024-12-03T11:56:57,ANTARES LLC,UA23792943
